T_over_M,Re_psi4_22,Im_psi4_22
1.032500000000000000e+02,-3.788136688859999532e-03,-4.587902462433748017e-03
1.035000000000000000e+02,-4.185863789559976164e-03,-4.231049852247836286e-03
1.037500000000000000e+02,-4.550183358780982533e-03,-3.839940727688187939e-03
1.040000000000000000e+02,-4.878174453778683778e-03,-3.417678228456704024e-03
1.042500000000000000e+02,-5.167201080823544644e-03,-2.967610670630884892e-03
1.045000000000000000e+02,-5.414932273571829158e-03,-2.493305874715615392e-03
1.047500000000000000e+02,-5.619359936410356360e-03,-1.998523911591265894e-03
1.050000000000000000e+02,-5.778814335583002532e-03,-1.487188449408371593e-03
1.052500000000000000e+02,-5.891977134308935132e-03,-9.633568916345452331e-04
1.055000000000000000e+02,-5.957891881339032886e-03,-4.311895025854094957e-04
1.057500000000000000e+02,-5.975971875396745604e-03,1.050822772874390032e-04
1.060000000000000000e+02,-5.946005341167006839e-03,6.411881177269405018e-04
1.062500000000000000e+02,-5.868157866612565277e-03,1.172851471306151803e-03
1.065000000000000000e+02,-5.742972066906641519e-03,1.695822410728999464e-03
1.067500000000000000e+02,-5.571364457183429660e-03,2.205910404108565783e-03
1.070000000000000000e+02,-5.354619534187406681e-03,2.699016798371637292e-03
1.072500000000000000e+02,-5.094381085161638414e-03,3.171166779698478960e-03
1.075000000000000000e+02,-4.792640760573584936e-03,3.618540580169378636e-03
1.077500000000000000e+02,-4.451723965528715452e-03,4.037503701061816684e-03
1.080000000000000000e+02,-4.074273143245033674e-03,4.424635925321739049e-03
1.082500000000000000e+02,-3.663228543053215821e-03,4.776758894842377152e-03
1.085000000000000000e+02,-3.221806585110152839e-03,5.090962032834812218e-03
1.087500000000000000e+02,-2.753475954117118665e-03,5.364626598286591219e-03
1.090000000000000000e+02,-2.261931574350073589e-03,5.595447668580295214e-03
1.092500000000000000e+02,-1.751066637757134770e-03,5.781453857782552219e-03
1.095000000000000000e+02,-1.224942875404266785e-03,5.921024591711361758e-03
1.097500000000000000e+02,-6.877592799613341983e-04,6.012904776380872257e-03
1.100000000000000000e+02,-1.438195031050614630e-04,6.056216713606114854e-03
1.102500000000000000e+02,4.025018334295924166e-04,6.050469136322063173e-03
1.105000000000000000e+02,9.467936610197048202e-04,5.995563256492788574e-03
1.107500000000000000e+02,1.484643557642080849e-03,5.891795740330869544e-03
1.110000000000000000e+02,2.011673137834095113e-03,5.739858548858159902e-03
1.112500000000000000e+02,2.523573457444981943e-03,5.540835606501326623e-03
1.115000000000000000e+02,3.016140146027476189e-03,5.296196286247486194e-03
1.117500000000000000e+02,3.485307976841378608e-03,5.007785726642223663e-03
1.120000000000000000e+02,3.927184584274227321e-03,4.677812023289272363e-03
1.122500000000000000e+02,4.338083041081092911e-03,4.308830365149300158e-03
1.125000000000000000e+02,4.714553013225752758e-03,3.903724213437879259e-03
1.127500000000000000e+02,5.053410218257694403e-03,3.465683647894784915e-03
1.130000000000000000e+02,5.351763924002321537e-03,2.998181031314897660e-03
1.132500000000000000e+02,5.607042237725311240e-03,2.504944168288672328e-03
1.135000000000000000e+02,5.817014951689763146e-03,1.989927157993930280e-03
1.137500000000000000e+02,5.979813729075213885e-03,1.457279163488361430e-03
1.140000000000000000e+02,6.093949434567713826e-03,9.113113410492557206e-04
1.142500000000000000e+02,6.158326436542353038e-03,3.564621923404815308e-04
1.145000000000000000e+02,6.172253732493780849e-03,-2.027383808166117205e-04
1.147500000000000000e+02,6.135452775904555456e-03,-7.617060248047293576e-04
1.150000000000000000e+02,6.048061910698702623e-03,-1.315839579608134345e-03
1.152500000000000000e+02,5.910637348460977790e-03,-1.860559106049591545e-03
1.155000000000000000e+02,5.724150653460310066e-03,-2.391343973409562357e-03
1.157500000000000000e+02,5.489982730958185494e-03,-2.903770682681580933e-03
1.160000000000000000e+02,5.209914345030089954e-03,-3.393550100483601426e-03
1.162500000000000000e+02,4.886113222846442776e-03,-3.856563781421275261e-03
1.165000000000000000e+02,4.521117832742835470e-03,-4.288899062350114318e-03
1.167500000000000000e+02,4.117817953205448779e-03,-4.686882620395434532e-03
1.170000000000000000e+02,3.679432178897327349e-03,-5.047112197760463687e-03
1.172500000000000000e+02,3.209482537805738358e-03,-5.366486210354295787e-03
1.175000000000000000e+02,2.711766420169620020e-03,-5.642230974122125660e-03
1.177500000000000000e+02,2.190326044693778011e-03,-5.871925302494083662e-03
1.180000000000000000e+02,1.649415710369479381e-03,-6.053522250259624204e-03
1.182500000000000000e+02,1.093467102818465207e-03,-6.185367803042352876e-03
1.185000000000000000e+02,5.270529423676459076e-04,-6.266216337125425466e-03
1.187500000000000000e+02,-4.515072304410697488e-05,-6.295242701539516088e-03
1.190000000000000000e+02,-6.184032636885462668e-04,-6.272050803017316205e-03
1.192500000000000000e+02,-1.187938925613861961e-03,-6.196678604499640183e-03
1.195000000000000000e+02,-1.749006665427632699e-03,-6.069599479030263547e-03
1.197500000000000000e+02,-2.296910023345067730e-03,-5.891719892632196580e-03
1.200000000000000000e+02,-2.827046694206085137e-03,-5.664373421644021238e-03
1.202500000000000000e+02,-3.334947457780341844e-03,-5.389311141655913490e-03
1.205000000000000000e+02,-3.816314134142096207e-03,-5.068688456441555572e-03
1.207500000000000000e+02,-4.267056237169823685e-03,-4.705048466046176346e-03
1.210000000000000000e+02,-4.683326009343850155e-03,-4.301302003343821651e-03
1.212500000000000000e+02,-5.061551534019236888e-03,-3.860704497660202503e-03
1.215000000000000000e+02,-5.398467637200918441e-03,-3.386829852072805597e-03
1.217500000000000000e+02,-5.691144309371743912e-03,-2.883541547302076805e-03
1.220000000000000000e+02,-5.937012398826362752e-03,-2.354961209341671202e-03
1.222500000000000000e+02,-6.133886350916176178e-03,-1.805434899962393529e-03
1.225000000000000000e+02,-6.279983792342796675e-03,-1.239497408930849680e-03
1.227500000000000000e+02,-6.373941785991467379e-03,-6.618348442111249763e-04
1.230000000000000000e+02,-6.414829609676622052e-03,-7.724583148409386757e-05
1.232500000000000000e+02,-6.402157941439514353e-03,5.093983531609328885e-04
1.235000000000000000e+02,-6.335884364451282481e-03,1.093194383762336602e-03
1.237500000000000000e+02,-6.216415135785605291e-03,1.669247877850216352e-03
1.240000000000000000e+02,-6.044603194965025850e-03,2.232714438459073962e-03
1.242500000000000000e+02,-5.821742419920049663e-03,2.778840399848494895e-03
1.245000000000000000e+02,-5.549558169550725464e-03,3.303002934187363512e-03
1.247500000000000000e+02,-5.230194183208755968e-03,3.800749181526964868e-03
1.250000000000000000e+02,-4.866195937895705786e-03,4.267834073213346707e-03
1.252500000000000000e+02,-4.460490593598358082e-03,4.700256529352186095e-03
1.255000000000000000e+02,-4.016363685767613059e-03,5.094293723953530542e-03
1.257500000000000000e+02,-3.537432751283290863e-03,5.446533126902002725e-03
1.260000000000000000e+02,-3.027618100100546057e-03,5.753902049877831874e-03
1.262500000000000000e+02,-2.491110968865097464e-03,6.013694443683356532e-03
1.265000000000000000e+02,-1.932339314862769686e-03,6.223594716908496804e-03
1.267500000000000000e+02,-1.355931528536492674e-03,6.381698370223057824e-03
1.270000000000000000e+02,-7.666783603447400704e-04,6.486529266550562431e-03
1.272500000000000000e+02,-1.694933728673887101e-04,6.537053384742621577e-03
1.275000000000000000e+02,4.306277582941825410e-04,6.532688932952618842e-03
1.277500000000000000e+02,1.028648761228195558e-03,6.473312727505981835e-03
1.280000000000000000e+02,1.619534761069631309e-03,6.359262773434295850e-03
1.282500000000000000e+02,2.198294404387656983e-03,6.191337013707941782e-03
1.285000000000000000e+02,2.760021767055535497e-03,5.970788245316709097e-03
1.287500000000000000e+02,3.299937698836455033e-03,5.699315231510745407e-03
1.290000000000000000e+02,3.813430261432964718e-03,5.379050070551565262e-03
1.292500000000000000e+02,4.296093923031382190e-03,5.012541912035944729e-03
1.295000000000000000e+02,4.743767181439865165e-03,4.602737141981391895e-03
1.297500000000000000e+02,5.152568299705505804e-03,4.152956187090390237e-03
1.300000000000000000e+02,5.518928852458907484e-03,3.666867116633648789e-03
1.302500000000000000e+02,5.839624797985712087e-03,3.148456246976522564e-03
1.305000000000000000e+02,6.111804809981346079e-03,2.601995978758351886e-03
1.307500000000000000e+02,6.333015623985559402e-03,2.032010120019027161e-03
1.310000000000000000e+02,6.501224176527467882e-03,1.443236970040573343e-03
1.312500000000000000e+02,6.614836339961487587e-03,8.405904581687925108e-04
1.315000000000000000e+02,6.672712082696514481e-03,2.291196491872407614e-04
1.317500000000000000e+02,6.674176912797475172e-03,-3.860330582899628988e-04
1.320000000000000000e+02,6.619029492503611910e-03,-9.996747016350802061e-04
1.322500000000000000e+02,6.507545341774235645e-03,-1.606605143846025468e-03
1.325000000000000000e+02,6.340476580306821965e-03,-2.201660727723127233e-03
1.327500000000000000e+02,6.119047689371321166e-03,-2.779757835136011882e-03
1.330000000000000000e+02,5.844947307092718952e-03,-3.335935990535299125e-03
1.332500000000000000e+02,5.520316103289074280e-03,-3.865400149298343826e-03
1.335000000000000000e+02,5.147730812379880914e-03,-4.363561815833509432e-03
1.337500000000000000e+02,4.730184534926551963e-03,-4.826078643645089622e-03
1.340000000000000000e+02,4.271063449737288499e-03,-5.248892179755843684e-03
1.342500000000000000e+02,3.774120108879516679e-03,-5.628263428909386842e-03
1.345000000000000000e+02,3.243443517154880485e-03,-5.960805928712270725e-03
1.347500000000000000e+02,2.683426225400781413e-03,-6.243516045197547264e-03
1.350000000000000000e+02,2.098728693203551210e-03,-6.473800219084239506e-03
1.352500000000000000e+02,1.494241201029193177e-03,-6.649498916157821696e-03
1.355000000000000000e+02,8.750436141780236965e-04,-6.768907060582605127e-03
1.357500000000000000e+02,2.463633211102706833e-04,-6.830790757418750761e-03
1.360000000000000000e+02,-3.864683136491272870e-04,-6.834400139962197238e-03
1.362500000000000000e+02,-1.018060626824639605e-03,-6.779478208523008996e-03
1.365000000000000000e+02,-1.643009096555659698e-03,-6.666265559647435376e-03
1.367500000000000000e+02,-2.255941168828851096e-03,-6.495500938302695496e-03
1.370000000000000000e+02,-2.851562087417883022e-03,-6.268417579909703677e-03
1.372500000000000000e+02,-3.424700341507989996e-03,-5.986735344063479937e-03
1.375000000000000000e+02,-3.970352345286205786e-03,-5.652648677054428715e-03
1.377500000000000000e+02,-4.483725967088460565e-03,-5.268810475614693102e-03
1.380000000000000000e+02,-4.960282532234616508e-03,-4.838311959372749299e-03
1.382500000000000000e+02,-5.395776933447424956e-03,-4.364658693993195802e-03
1.385000000000000000e+02,-5.786295495701392587e-03,-3.851742940618215708e-03
1.387500000000000000e+02,-6.128291258417267739e-03,-3.303812539713008815e-03
1.390000000000000000e+02,-6.418616356999650580e-03,-2.725436568462793249e-03
1.392500000000000000e+02,-6.654551207685029633e-03,-2.121468040186851294e-03
1.395000000000000000e+02,-6.833830224356478647e-03,-1.497003941541730221e-03
1.397500000000000000e+02,-6.954663823200799011e-03,-8.573429283176382332e-04
1.400000000000000000e+02,-7.015756500615363996e-03,-2.079410231610886138e-04
1.402500000000000000e+02,-7.016320801392129242e-03,4.456343216169836243e-04
1.405000000000000000e+02,-6.956087027675167400e-03,1.097751416050330147e-03
1.407500000000000000e+02,-6.835308574255950093e-03,1.742762385372097645e-03
1.410000000000000000e+02,-6.654762812161555720e-03,2.375051679103143062e-03
1.412500000000000000e+02,-6.415747479896874265e-03,2.989084624495738900e-03
1.415000000000000000e+02,-6.120072579808477978e-03,3.579455608663802569e-03
1.417500000000000000e+02,-5.770047815507800548e-03,4.140935473477514242e-03
1.420000000000000000e+02,-5.368465644804050647e-03,4.668517710607745889e-03
1.422500000000000000e+02,-4.918580060811048559e-03,5.157463050980001622e-03
1.425000000000000000e+02,-4.424081251483271554e-03,5.603342053315884565e-03
1.427500000000000000e+02,-3.889066324460589957e-03,6.002075310352876156e-03
1.430000000000000000e+02,-3.318006319441159802e-03,6.349970908648639757e-03
1.432500000000000000e+02,-2.715709764044639367e-03,6.643758798472926275e-03
1.435000000000000000e+02,-2.087283060977851781e-03,6.880621754008686176e-03
1.437500000000000000e+02,-1.438088023996427368e-03,7.058222630760909930e-03
1.440000000000000000e+02,-7.736969073808648220e-04,7.174727656511660674e-03
1.442500000000000000e+02,-9.984529814873806957e-05,7.228825524148882638e-03
1.445000000000000000e+02,5.776167382523411838e-04,7.219742088983047840e-03
1.447500000000000000e+02,1.252774849699263542e-03,7.147250509462961358e-03
1.450000000000000000e+02,1.919701502573572388e-03,7.011676708202536218e-03
1.452500000000000000e+02,2.572507564914991440e-03,6.813900069615330332e-03
1.455000000000000000e+02,3.205393924301992541e-03,6.555349330896497947e-03
1.457500000000000000e+02,3.812702693158319216e-03,6.237993664270089292e-03
1.460000000000000000e+02,4.388967553949142328e-03,5.864328989992778976e-03
1.462500000000000000e+02,4.928962800367523399e-03,5.437359601221703614e-03
1.465000000000000000e+02,5.427750638131993710e-03,4.960575223155187959e-03
1.467500000000000000e+02,5.880726320383960863e-03,4.437923669456248117e-03
1.470000000000000000e+02,6.283660707812594934e-03,3.873779298520334258e-03
1.472500000000000000e+02,6.632739862434514772e-03,3.272907510290052648e-03
1.475000000000000000e+02,6.924601306285603497e-03,2.640425560730755728e-03
1.477500000000000000e+02,7.156366601994952094e-03,1.981760005440488283e-03
1.480000000000000000e+02,7.325669941136263470e-03,1.302601115868792445e-03
1.482500000000000000e+02,7.430682458181900492e-03,6.088546409473232467e-04
1.485000000000000000e+02,7.470132022570057789e-03,-9.340868669803334054e-05
1.487500000000000000e+02,7.443318298550462980e-03,-7.980054776460017039e-04
1.490000000000000000e+02,7.350122901779259504e-03,-1.498693403698769886e-03
1.492500000000000000e+02,7.191014522772418149e-03,-2.189225848991558417e-03
1.495000000000000000e+02,6.967048929961374391e-03,-2.863407023931924689e-03
1.497500000000000000e+02,6.679863808888970855e-03,-3.515147063425387054e-03
1.500000000000000000e+02,6.331668438678096818e-03,-4.138516626622429362e-03
1.502500000000000000e+02,5.925228251930560880e-03,-4.727800515346090339e-03
1.505000000000000000e+02,5.463844369280682241e-03,-5.277549832476064948e-03
1.507500000000000000e+02,4.951328244542215970e-03,-5.782632209877479335e-03
1.510000000000000000e+02,4.391971600354188827e-03,-6.238279647946438043e-03
1.512500000000000000e+02,3.790511877057655549e-03,-6.640133525428955005e-03
1.515000000000000000e+02,3.152093458835662949e-03,-6.984286358750911063e-03
1.517500000000000000e+02,2.482224980560624773e-03,-7.267319914530631295e-03
1.520000000000000000e+02,1.786733055960306902e-03,-7.486339307059093270e-03
1.522500000000000000e+02,1.071712802305474065e-03,-7.639002744116848639e-03
1.525000000000000000e+02,3.434755685172077443e-04,-7.723546619333297725e-03
1.527500000000000000e+02,-3.915056979246211446e-04,-7.738805687112979004e-03
1.530000000000000000e+02,-1.126652984902541807e-03,-7.684228096673175953e-03
1.532500000000000000e+02,-1.855341168813496320e-03,-7.559885104621313912e-03
1.535000000000000000e+02,-2.570956888103172709e-03,-7.366475330404840573e-03
1.537500000000000000e+02,-3.266957825250761845e-03,-7.105323465515781499e-03
1.540000000000000000e+02,-3.936931876507301052e-03,-6.778373395146583720e-03
1.542500000000000000e+02,-4.574655684366080687e-03,-6.388175739675072337e-03
1.545000000000000000e+02,-5.174152007949840877e-03,-5.937869872502042103e-03
1.547500000000000000e+02,-5.729745411283005546e-03,-5.431160519950118531e-03
1.550000000000000000e+02,-6.236115758793650717e-03,-4.872289097736383356e-03
1.552500000000000000e+02,-6.688349021321318526e-03,-4.265999986523447488e-03
1.555000000000000000e+02,-7.081984914328197725e-03,-3.617501995815349848e-03
1.557500000000000000e+02,-7.413060912813061211e-03,-2.932425310577694427e-03
1.560000000000000000e+02,-7.678152214473508985e-03,-2.216774258021795251e-03
1.562500000000000000e+02,-7.874407253773620108e-03,-1.476876272594376772e-03
1.565000000000000000e+02,-7.999578404533011500e-03,-7.193274749793024912e-04
1.567500000000000000e+02,-8.052047547198144112e-03,4.906468452650743423e-05
1.570000000000000000e+02,-8.030846218790105295e-03,8.213412368896417549e-04
1.572500000000000000e+02,-7.935670108312614657e-03,1.590453450938236974e-03
1.575000000000000000e+02,-7.766887707802407059e-03,2.349326004121497086e-03
1.577500000000000000e+02,-7.525542978839152609e-03,3.090921017219623677e-03
1.580000000000000000e+02,-7.213351945807056596e-03,3.808302388732833204e-03
1.582500000000000000e+02,-6.832693180106698579e-03,4.494699855401408130e-03
1.585000000000000000e+02,-6.386592193405342052e-03,5.143572200960048850e-03
1.587500000000000000e+02,-5.878699812429471171e-03,5.748669035921787768e-03
1.590000000000000000e+02,-5.313264662268514169e-03,6.304090576973763078e-03
1.592500000000000000e+02,-4.695099939199312393e-03,6.804344865467222558e-03
1.595000000000000000e+02,-4.029544707178769891e-03,7.244401880464578121e-03
1.597500000000000000e+02,-3.322420003917024665e-03,7.619744022794074263e-03
1.600000000000000000e+02,-2.579980092377242087e-03,7.926412472449000796e-03
1.602500000000000000e+02,-1.808859241183649559e-03,8.161048952300763160e-03
1.605000000000000000e+02,-1.016014462311635135e-03,8.320932466275059863e-03
1.607500000000000000e+02,-2.086646761439408919e-04,8.404010619628745835e-03
1.610000000000000000e+02,6.057731879090258930e-04,8.408925172473618107e-03
1.612500000000000000e+02,1.419750612895429292e-03,8.335031524900126526e-03
1.615000000000000000e+02,2.225655865792614679e-03,8.182411882595455599e-03
1.617500000000000000e+02,3.015883721707007543e-03,7.951881905335796835e-03
1.620000000000000000e+02,3.782905923364450473e-03,7.644990696737378674e-03
1.622500000000000000e+02,4.519341743468768824e-03,7.264014051726359368e-03
1.625000000000000000e+02,5.218028007937483559e-03,6.811940937853845635e-03
1.627500000000000000e+02,5.872087934043007662e-03,6.292453247343986374e-03
1.630000000000000000e+02,6.474998139214927818e-03,5.709898918093929583e-03
1.632500000000000000e+02,7.020653183774473033e-03,5.069258583218703464e-03
1.635000000000000000e+02,7.503427024198422793e-03,4.376105969600078971e-03
1.637500000000000000e+02,7.918230772618778043e-03,3.636562325714798316e-03
1.640000000000000000e+02,8.260566183082329247e-03,2.857245217241017720e-03
1.642500000000000000e+02,8.526574315493090292e-03,2.045212085027743772e-03
1.645000000000000000e+02,8.713078863963523088e-03,1.207899013437982623e-03
1.647500000000000000e+02,8.817623677281803685e-03,3.530552073183781904e-04
1.650000000000000000e+02,8.838504045087083871e-03,-5.113262775926570754e-04
1.652500000000000000e+02,8.774791373804805353e-03,-1.377080963606417243e-03
1.655000000000000000e+02,8.626350931066508257e-03,-2.235947914367269682e-03
1.657500000000000000e+02,8.393852395803869104e-03,-3.079646574701124916e-03
1.660000000000000000e+02,8.078773013015946858e-03,-3.899954801883667721e-03
1.662500000000000000e+02,7.683393216863962719e-03,-4.688787381558821681e-03
1.665000000000000000e+02,7.210784652723342854e-03,-5.438274305951945088e-03
1.667500000000000000e+02,6.664790597557627809e-03,-6.140838082717618371e-03
1.670000000000000000e+02,6.049998847896249747e-03,-6.789269339937099856e-03
1.672500000000000000e+02,5.371707215188628939e-03,-7.376799996575303907e-03
1.675000000000000000e+02,4.635881838757990696e-03,-7.897173278209334429e-03
1.677500000000000000e+02,3.849108596353698585e-03,-8.344709875082586756e-03
1.680000000000000000e+02,3.018537960764398551e-03,-8.714369563491116202e-03
1.682500000000000000e+02,2.151823717460694344e-03,-9.001807642083409569e-03
1.685000000000000000e+02,1.257056022158445753e-03,-9.203425571704469677e-03
1.687500000000000000e+02,3.426893378975871601e-04,-9.316415250725721200e-03
1.690000000000000000e+02,-5.825341518829786364e-04,-9.338796407107741518e-03
1.692500000000000000e+02,-1.509665005314713608e-03,-9.269446643414206224e-03
1.695000000000000000e+02,-2.429630162646569287e-03,-9.108123731247592947e-03
1.697500000000000000e+02,-3.333319026888089797e-03,-8.855479816673799201e-03
1.700000000000000000e+02,-4.211671210040189399e-03,-8.513067267648690567e-03
1.702500000000000000e+02,-5.055765140806475245e-03,-8.083335967719302781e-03
1.705000000000000000e+02,-5.856906706909064536e-03,-7.569621936756659557e-03
1.707500000000000000e+02,-6.606717089538187426e-03,-6.976127238567253128e-03
1.710000000000000000e+02,-7.297218939334490680e-03,-6.307891216258950350e-03
1.712500000000000000e+02,-7.920920042873763264e-03,-5.570753178511633763e-03
1.715000000000000000e+02,-8.470893636058589651e-03,-4.771306742702462363e-03
1.717500000000000000e+02,-8.940854536223400567e-03,-3.916846123416857332e-03
1.720000000000000000e+02,-9.325230288159713429e-03,-3.015304736482149906e-03
1.722500000000000000e+02,-9.619226550621843078e-03,-2.075186568534243686e-03
1.725000000000000000e+02,-9.818885989078101825e-03,-1.105490839495053539e-03
1.727500000000000000e+02,-9.921139987335974089e-03,-1.156305594459573359e-04
1.730000000000000000e+02,-9.923852544944671353e-03,8.846543485156442045e-04
1.732500000000000000e+02,-9.825855788641781746e-03,1.885388622496116063e-03
1.735000000000000000e+02,-9.626976594154701763e-03,2.876457136252689919e-03
1.737500000000000000e+02,-9.328053888934071530e-03,3.847703423236042194e-03
1.740000000000000000e+02,-8.930946286343948923e-03,4.789030352573320909e-03
1.742500000000000000e+02,-8.438529786865501744e-03,5.690502019665688409e-03
1.745000000000000000e+02,-7.854685371327637181e-03,6.542445882286119195e-03
1.747500000000000000e+02,-7.184276404353176666e-03,7.335554149652664599e-03
1.750000000000000000e+02,-6.433115862329188625e-03,8.060983417328306325e-03
1.752500000000000000e+02,-5.607923498473933906e-03,8.710451535323860892e-03
1.755000000000000000e+02,-4.716273157120860586e-03,9.276330700730178042e-03
1.757500000000000000e+02,-3.766530549292530436e-03,9.751735779784876518e-03
1.760000000000000000e+02,-2.767781901075495009e-03,1.013060688759962781e-02
1.762500000000000000e+02,-1.729753984308185196e-03,1.040778528688731004e-02
1.765000000000000000e+02,-6.627261347088913776e-04,1.057908170986629481e-02
1.767500000000000000e+02,4.225650451438431082e-04,1.064133625996188659e-02
1.770000000000000000e+02,1.515027512557962606e-03,1.059246911173035779e-02
1.772500000000000000e+02,2.603321272975730148e-03,1.043152129829026664e-02
1.775000000000000000e+02,3.675970584811219608e-03,1.015868495504588208e-02
1.777500000000000000e+02,4.721479866278317089e-03,9.775322476134461203e-03
1.780000000000000000e+02,5.728452227770991501e-03,9.283974135233536568e-03
1.782500000000000000e+02,6.685709500165759253e-03,8.688353824455988944e-03
1.785000000000000000e+02,7.582412585610874209e-03,7.993332673287736889e-03
1.787500000000000000e+02,8.408180923644108587e-03,7.204910423049482732e-03
1.790000000000000000e+02,9.153209842434655713e-03,6.330174550294739508e-03
1.792500000000000000e+02,9.808384553127477701e-03,5.377247253916209169e-03
1.795000000000000000e+02,1.036538954512208205e-02,4.355220544490111777e-03
1.797500000000000000e+02,1.081681215200877740e-02,3.274079799460465762e-03
1.800000000000000000e+02,1.115623908207619662e-02,2.144616273015359249e-03
1.802500000000000000e+02,1.137834474395631006e-02,9.783291737640652068e-04
1.805000000000000000e+02,1.147897024714357450e-02,-2.126819546126119595e-04
1.807500000000000000e+02,1.145519201875336984e-02,-1.415833695920713656e-03
1.810000000000000000e+02,1.130537905180172692e-02,-2.618183099403621240e-03
1.812500000000000000e+02,1.102923788620701652e-02,-3.806558817150034520e-03
1.815000000000000000e+02,1.062784452122413764e-02,-4.967697864010582783e-03
1.817500000000000000e+02,1.010366256660763691e-02,-6.088386730364294536e-03
1.820000000000000000e+02,9.460547058806199200e-03,-7.155605494843252957e-03
1.822500000000000000e+02,8.703733497162875060e-03,-8.156673511492544201e-03
1.825000000000000000e+02,7.839811792547871430e-03,-9.079395184887680340e-03
1.827500000000000000e+02,6.876684966102703141e-03,-9.912204298459709184e-03
1.830000000000000000e+02,5.823512587720067364e-03,-1.064430532662159236e-02
1.832500000000000000e+02,4.690639101318694673e-03,-1.126581014109666844e-02
1.835000000000000000e+02,3.489507345606436030e-03,-1.176786851686541756e-02
1.837500000000000000e+02,2.232557743448463413e-03,-1.214279085400756485e-02
1.840000000000000000e+02,9.331137987176867793e-04,-1.238416155895107756e-02
1.842500000000000000e+02,-3.947452949626038777e-04,-1.248694157263527740e-02
1.845000000000000000e+02,-1.736323965474115055e-03,-1.244755859411675152e-02
1.847500000000000000e+02,-3.076460365140683793e-03,-1.226398362630332257e-02
1.850000000000000000e+02,-4.399685982032796629e-03,-1.193579256575984585e-02
1.852500000000000000e+02,-5.690393328260181377e-03,-1.146421167069988298e-02
1.855000000000000000e+02,-6.933010134500951042e-03,-1.085214587000045243e-02
1.857500000000000000e+02,-8.112178351094434178e-03,-1.010418902082846696e-02
1.860000000000000000e+02,-9.212936139290929180e-03,-9.226615382546498462e-03
1.862500000000000000e+02,-1.022090093342729530e-02,-8.227351749102787548e-03
1.865000000000000000e+02,-1.112245156755199520e-02,-7.115929870052186551e-03
1.867500000000000000e+02,-1.190490738998075879e-02,-5.903418990480926130e-03
1.870000000000000000e+02,-1.255670223795426511e-02,-4.602338551002363616e-03
1.872500000000000000e+02,-1.306755111344799422e-02,-3.226551309090131773e-03
1.875000000000000000e+02,-1.342860739158950947e-02,-1.791137370559610928e-03
1.877500000000000000e+02,-1.363260840628948561e-02,-3.122498530817604092e-04
1.880000000000000000e+02,-1.367400729465198181e-02,1.193046859866078854e-03
1.882500000000000000e+02,-1.354908904340606547e-02,2.706955078473149458e-03
1.885000000000000000e+02,-1.325606876772706701e-02,4.211136546783674633e-03
1.887500000000000000e+02,-1.279517036591724423e-02,5.686918298013410832e-03
1.890000000000000000e+02,-1.216868383279948868e-02,7.115509732849266411e-03
1.892500000000000000e+02,-1.138099968042903531e-02,8.478228811103053625e-03
1.895000000000000000e+02,-1.043861910667911487e-02,9.756735041523556182e-03
1.897500000000000000e+02,-9.350138769951785514e-03,1.093326676385489998e-02
1.900000000000000000e+02,-8.126209270972699697e-03,1.199088004432303893e-02
1.902500000000000000e+02,-6.779466709334408536e-03,1.291368635366203950e-02
1.905000000000000000e+02,-5.324436971780040218e-03,1.368708606859860011e-02
1.907500000000000000e+02,-3.777412719483278468e-03,1.429799473637501615e-02
1.910000000000000000e+02,-2.156303370747465753e-03,1.473505897039667153e-02
1.912500000000000000e+02,-4.804587212080258223e-04,1.498885880632921941e-02
1.915000000000000000e+02,1.229532797011029200e-03,1.505209334470953078e-02
1.917500000000000000e+02,2.952069845805564783e-03,1.491974654098121925e-02
1.920000000000000000e+02,4.664786152965933082e-03,1.458923007928671599e-02
1.922500000000000000e+02,6.344818597170471391e-03,1.406050038448296291e-02
1.925000000000000000e+02,7.969092899184848644e-03,1.333614698960780554e-02
1.927500000000000000e+02,9.514624039759382590e-03,1.242144968496550553e-02
1.930000000000000000e+02,1.095882816329374690e-02,1.132440213121619840e-02
1.932500000000000000e+02,1.227984238155939260e-02,1.005569992305669312e-02
1.935000000000000000e+02,1.345684856953334972e-02,8.628691442373208342e-03
1.937500000000000000e+02,1.447039695177541191e-02,7.059290239634281351e-03
1.940000000000000000e+02,1.530272501924987046e-02,5.365848128668940405e-03
1.942500000000000000e+02,1.593806709968036833e-02,3.568988670858784691e-03
1.945000000000000000e+02,1.636294973617378329e-02,1.691401257477330835e-03
1.947500000000000000e+02,1.656646791589650586e-02,-2.424034302417507581e-04
1.950000000000000000e+02,1.654053713977424178e-02,-2.206375199373424023e-03
1.952500000000000000e+02,1.628011634226464444e-02,-4.173241345736732055e-03
1.955000000000000000e+02,1.578339676361874971e-02,-6.114856207060655191e-03
1.957500000000000000e+02,1.505195205165302426e-02,-8.002579932978310176e-03
1.960000000000000000e+02,1.409084513136496519e-02,-9.807682465490205267e-03
1.962500000000000000e+02,1.290868773323660366e-02,-1.150176805930187493e-02
1.965000000000000000e+02,1.151764891849485495e-02,-1.305721502499333948e-02
1.967500000000000000e+02,9.933409484184677410e-03,-1.444762476189023585e-02
1.970000000000000000e+02,8.175059773685522044e-03,-1.564827357550827025e-02
1.972500000000000000e+02,6.264939158314527905e-03,-1.663656026116207970e-02
