T_over_M,Re_psi4_22,Im_psi4_22
2.125000000000000000e+01,-1.146299426325486561e-03,-1.632575449204769994e-03
2.150000000000000000e+01,-1.413229108991440443e-03,-1.565516258556577060e-03
2.175000000000000000e+01,-1.682158952006483849e-03,-1.459149980822318192e-03
2.200000000000000000e+01,-1.947535441996234339e-03,-1.311741377474178816e-03
2.225000000000000000e+01,-2.203377192668901086e-03,-1.122323350973852569e-03
2.250000000000000000e+01,-2.443380508132313774e-03,-8.907828133277149747e-04
2.275000000000000000e+01,-2.661040746465044224e-03,-6.179318187471399132e-04
2.300000000000000000e+01,-2.849787282625530944e-03,-3.055611117178836799e-04
2.325000000000000000e+01,-3.003129361122725254e-03,4.352472219053487803e-05
2.350000000000000000e+01,-3.114810769059873485e-03,4.254811107838048874e-04
2.375000000000000000e+01,-3.178976978131571856e-03,8.353836522595703374e-04
2.400000000000000000e+01,-3.190358392660287874e-03,1.267205576810486291e-03
2.425000000000000000e+01,-3.144435924791994831e-03,1.713939294525564571e-03
2.450000000000000000e+01,-3.037542342437981029e-03,2.167862851495530336e-03
2.475000000000000000e+01,-2.866937740518458577e-03,2.620744653959212675e-03
2.500000000000000000e+01,-2.630929030536445067e-03,3.063903343662804143e-03
2.525000000000000000e+01,-2.329022057790502889e-03,3.488244627811305700e-03
2.550000000000000000e+01,-1.962054013227848472e-03,3.884371355332340552e-03
2.575000000000000000e+01,-1.532281461132164492e-03,4.242763422290636577e-03
2.600000000000000000e+01,-1.043423503097111200e-03,4.553993216273787177e-03
2.625000000000000000e+01,-5.006643765715182741e-04,4.808952837363265551e-03
2.650000000000000000e+01,8.938037090097787380e-05,4.999082096140307699e-03
2.675000000000000000e+01,7.187310746617729803e-04,5.116592719363038423e-03
2.700000000000000000e+01,1.378143785065589436e-03,5.154685151229488997e-03
2.725000000000000000e+01,2.057243401758910260e-03,5.107752640383145075e-03
2.750000000000000000e+01,2.744689682574069558e-03,4.971566101623880497e-03
2.775000000000000000e+01,3.428373267670409459e-03,4.743433768268957157e-03
2.800000000000000000e+01,4.095636991326686259e-03,4.422331121891570453e-03
2.825000000000000000e+01,4.733517128427628361e-03,4.008997873700911353e-03
2.850000000000000000e+01,5.328999326240479138e-03,3.505999498972795902e-03
2.875000000000000000e+01,5.869284098501852294e-03,2.917751249775285202e-03
2.900000000000000000e+01,6.342056614526028584e-03,2.250503056952327888e-03
2.925000000000000000e+01,6.735755196213668965e-03,1.512284455842506344e-03
2.950000000000000000e+01,7.039832661843268766e-03,7.128096004053450282e-04
2.975000000000000000e+01,7.245004577935703835e-03,-1.366565713405527502e-04
3.000000000000000000e+01,7.343478621596867366e-03,-1.023469026117247195e-03
3.025000000000000000e+01,7.329159554631161332e-03,-1.933807372074709211e-03
3.050000000000000000e+01,7.197824707443144232e-03,-2.852911102730865556e-03
3.075000000000000000e+01,6.947265365386817368e-03,-3.765341072043056157e-03
